id,split,issue_type,rank,confidence,evidence_1,evidence_2,recommended_action,short_explanation
T1427,train,exact_duplicate,262,high,Exact duplicate cluster E0177 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1427|T3796; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1437,train,exact_duplicate,263,high,Exact duplicate cluster E0180 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1437|T4365; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1441,train,exact_duplicate,264,high,Exact duplicate cluster E0181 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1441|T3768; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0359,heldout,exact_duplicate,265,high,Exact duplicate cluster E0182 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0359|H1061; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1513,train,exact_duplicate,266,high,Exact duplicate cluster E0185 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1513|T4019; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0378,heldout,exact_duplicate,267,high,Exact duplicate cluster E0186 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0378|H0610; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1553,train,exact_duplicate,268,high,Exact duplicate cluster E0188 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1553|T3734; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1558,train,exact_duplicate,269,high,Exact duplicate cluster E0189 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1558|T3462; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1559,train,exact_duplicate,270,high,Exact duplicate cluster E0190 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1559|T1568; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1612,train,exact_duplicate,271,high,Exact duplicate cluster E0193 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1612|T2747; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0403,heldout,exact_duplicate,272,high,Exact duplicate cluster E0194 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0403|H0987; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1661,train,exact_duplicate,273,high,Exact duplicate cluster E0195 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1661|T2744; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1675,train,exact_duplicate,274,high,Exact duplicate cluster E0196 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1675|T3680; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1680,train,exact_duplicate,275,high,Exact duplicate cluster E0197 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1680|T1988; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1697,train,exact_duplicate,276,high,Exact duplicate cluster E0198 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1697|T1718; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0422,heldout,exact_duplicate,277,high,Exact duplicate cluster E0199 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0422|H0829; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1728,train,exact_duplicate,278,high,Exact duplicate cluster E0201 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1728|T2297; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1751,train,exact_duplicate,279,high,Exact duplicate cluster E0203 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1751|T3510; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0439,heldout,exact_duplicate,280,high,Exact duplicate cluster E0204 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0439|H0990; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0440,heldout,exact_duplicate,281,high,Exact duplicate cluster E0206 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0440|H0815; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0457,heldout,exact_duplicate,282,high,Exact duplicate cluster E0208 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0457|H0618; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1821,train,exact_duplicate,283,high,Exact duplicate cluster E0209 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1821|T3367; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1843,train,exact_duplicate,284,high,Exact duplicate cluster E0210 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1843|T2791; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1860,train,exact_duplicate,285,high,Exact duplicate cluster E0211 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1860|T4376; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0468,heldout,exact_duplicate,286,high,Exact duplicate cluster E0212 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0468|H0546; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1891,train,exact_duplicate,287,high,Exact duplicate cluster E0213 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1891|T4162; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1894,train,exact_duplicate,288,high,Exact duplicate cluster E0214 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1894|T3096; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1897,train,exact_duplicate,289,high,Exact duplicate cluster E0215 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1897|T2330; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1898,train,exact_duplicate,290,high,Exact duplicate cluster E0216 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1898|T4082; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1905,train,exact_duplicate,291,high,Exact duplicate cluster E0217 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1905|T3027; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0475,heldout,exact_duplicate,292,high,Exact duplicate cluster E0218 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0475|H0949; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1913,train,exact_duplicate,293,high,Exact duplicate cluster E0220 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1913|T2780; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1919,train,exact_duplicate,294,high,Exact duplicate cluster E0221 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1919|T2709; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1984,train,exact_duplicate,295,high,Exact duplicate cluster E0223 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1984|T4029; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T2035,train,exact_duplicate,296,high,Exact duplicate cluster E0225 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T2035|T3977; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T2046,train,exact_duplicate,297,high,Exact duplicate cluster E0226 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T2046|T4144; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0508,heldout,exact_duplicate,298,high,Exact duplicate cluster E0227 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0508|H1033; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T2140,train,exact_duplicate,299,high,Exact duplicate cluster E0231 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T2140|T2752; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
