sample_id,split,label,uci_row_number,duplicate_type,cross_split_duplicate,exact_cluster_ids,near_pair_ids,n_exact_duplicate_clusters,n_exact_duplicate_partner_samples,n_near_reviewed_accepted_pairs,n_cross_split_exact_partner_samples,n_cross_split_near_reviewed_accepted_pairs,partner_ids,cross_split_partner_ids,review_categories,max_near_similarity,text
T0489,train,spam,599,exact,False,E0075,,1,1,0,0,0,T3143,,,,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
T0514,train,spam,630,near_reviewed_accepted,False,,N0095,0,0,1,0,0,T1536,,same_spam_campaign_template,0.9953676320537076,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693
T0515,train,spam,631,exact,False,E0076,,1,1,0,0,0,T3913,,,,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.
T0526,train,ham,645,exact,False,E0078,,1,1,0,0,0,T3802,,,,Ya very nice. . .be ready on thursday
T0528,train,ham,647,exact,False,E0079,,1,2,0,0,0,T0780|T3900,,,,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
T0530,train,spam,649,near_reviewed_accepted,False,,N0097,0,0,1,0,0,T3287,,same_spam_campaign_template,0.9827500117795424,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04
T0535,train,ham,656,exact,False,E0031,,1,2,0,0,0,T0167|T3725,,,,Did u got that persons story
T0538,train,ham,659,exact,False,E0015,,1,2,0,0,0,T0072|T1883,,,,You will be in the place of that man
T0541,train,ham,662,exact,False,E0080,,1,1,0,0,0,T2061,,,,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
T0546,train,ham,670,exact,False,E0081,,1,1,0,0,0,T0669,,,,Have a good evening! Ttyl
T0569,train,ham,703,exact,False,E0014,,1,29,0,0,0,T0069|T0188|T0283|T0367|T0623|T0915|T0933|T1194|T1277|T1526|T1586|T1591|T1911|T1965|T2024|T2028|T2029|T2128|T2699|T2714|T2850|T2900|T3321|T3358|T3373|T4158|T4338|T4366|T4448,,,,"Sorry, I'll call later"
T0575,train,ham,712,exact,False,E0082,,1,1,0,0,0,T2385,,,,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
T0579,train,ham,716,exact,False,E0083,,1,1,0,0,0,T0968,,,,He also knows about lunch menu only da. . I know
T0581,train,spam,718,near_reviewed_accepted,False,,N0104,0,0,1,0,0,T1337,,same_spam_campaign_template,0.9765354522997068,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50
T0598,train,spam,739,near_reviewed_accepted,False,,N0108,0,0,1,0,0,T2881,,same_spam_campaign_template,0.9954030102707906,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
T0607,train,spam,749,near_reviewed_accepted,False,,N0109,0,0,1,0,0,T2073,,same_spam_campaign_template,0.975623227704452,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795
T0620,train,ham,766,exact,False,E0084,,1,2,0,0,0,T1334|T2443,,,,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
T0621,train,spam,767,near_reviewed_accepted,False,,N0110|N0111,0,0,2,0,0,T2569|T2964,,same_spam_campaign_template,1.0000000000000009,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub
T0623,train,ham,769,exact,False,E0014,,1,29,0,0,0,T0069|T0188|T0283|T0367|T0569|T0915|T0933|T1194|T1277|T1526|T1586|T1591|T1911|T1965|T2024|T2028|T2029|T2128|T2699|T2714|T2850|T2900|T3321|T3358|T3373|T4158|T4338|T4366|T4448,,,,"Sorry, I'll call later"
T0628,train,ham,776,exact,False,E0050,,1,2,0,0,0,T0282|T4432,,,,Just sleeping..and surfing
T0634,train,ham,782,exact,False,E0067,,1,3,0,0,0,T0415|T1000|T4196,,,,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
T0648,train,spam,802,exact,False,E0086,,1,1,0,0,0,T2319,,,,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
T0651,train,spam,805,near_reviewed_accepted,False,,N0117,0,0,1,0,0,T1578,,same_spam_campaign_template,1.0,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX
T0658,train,spam,814,near_reviewed_accepted,False,,N0118,0,0,1,0,0,T1144,,same_spam_campaign_template,0.9600825948039134,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
T0667,train,spam,824,near_reviewed_accepted,False,,N0119|N0120,0,0,2,0,0,T3611|T4400,,same_spam_campaign_template,0.9784440703265016,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
T0668,train,spam,825,near_reviewed_accepted,False,,N0121|N0122,0,0,2,0,0,T2921|T4059,,same_spam_campaign_template,0.9965788707480884,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
T0669,train,ham,826,exact,False,E0081,,1,1,0,0,0,T0546,,,,Have a good evening! Ttyl
T0671,train,ham,828,exact,False,E0088,,1,2,0,0,0,T4252|T4444,,,,Hahaha..use your brain dear
T0675,train,ham,835,near_reviewed_accepted,False,,N0123,0,0,1,0,0,T1022,,minor_personalization_change,0.9495741428674644,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
T0682,train,ham,844,near_reviewed_accepted,False,,N0128,0,0,1,0,0,T3735,,minor_personalization_change,0.9545945163242008,Our Prashanthettan's mother passed away last night. pray for her and family.
T0688,train,spam,851,exact,False,E0070,,1,1,0,0,0,T0431,,,,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X"
T0711,train,spam,881,near_reviewed_accepted,False,,N0137,0,0,1,0,0,T3676,,same_spam_campaign_template,0.9815432322348634,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
T0721,train,ham,891,exact,False,E0094,,1,2,0,0,0,T2280|T2596,,,,Wife.how she knew the time of murder exactly
T0728,train,ham,898,exact,False,E0095,,1,1,0,0,0,T3646,,,,Hope you are having a good week. Just checking in
T0739,train,spam,911,near_reviewed_accepted,False,,N0139,0,0,1,0,0,T3320,,same_spam_campaign_template,0.9944522339442268,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
T0745,train,ham,919,exact,False,E0096,,1,1,0,0,0,T2549,,,,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
T0767,train,spam,948,near_reviewed_accepted,False,,N0140|N0141,0,0,2,0,0,T2332|T2598,,same_spam_campaign_template,0.993447799114367,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
T0773,train,ham,954,exact_and_near_reviewed_accepted,False,E0097,N0142|N0143,1,1,2,0,0,T1612|T1704|T2747,,same_forwarded_or_template_ham,0.9577742858527007,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT"
T0779,train,spam,963,exact,False,E0099,,1,1,0,0,0,T2801,,,,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
T0780,train,ham,964,exact,False,E0079,,1,2,0,0,0,T0528|T3900,,,,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
T0781,train,ham,966,exact,False,E0045,,1,2,0,0,0,T0247|T2204,,,,Are you this much buzy
T0804,train,ham,995,exact,False,E0102,,1,1,0,0,0,T1862,,,,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
T0811,train,spam,1003,exact,False,E0028,,1,3,0,0,0,T0161|T3230|T3252,,,,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
T0812,train,ham,1004,exact,False,E0060,,1,1,0,0,0,T0364,,,,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
T0827,train,spam,1023,near_reviewed_accepted,False,,N0148,0,0,1,0,0,T1571,,same_spam_campaign_template,0.9999999999999996,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
T0833,train,ham,1032,near_reviewed_accepted,False,,N0149,0,0,1,0,0,T3377,,minor_personalization_change,0.9492389625345912,Can not use foreign stamps in this country. Good lecture .
T0840,train,ham,1040,exact,False,E0105,,1,1,0,0,0,T4042,,,,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
T0843,train,ham,1044,exact,False,E0033,,1,1,0,0,0,T0185,,,,Easy ah?sen got selected means its good..
T0847,train,ham,1048,exact,False,E0106,,1,1,0,0,0,T3151,,,,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
T0850,train,spam,1051,exact,False,E0107,,1,1,0,0,0,T2189,,,,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
T0856,train,ham,1057,exact,False,E0108,,1,2,0,0,0,T1741|T4308,,,,I'm at work. Please call
T0859,train,spam,1061,exact,False,E0109,,1,1,0,0,0,T2458,,,,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
T0866,train,spam,1070,exact,False,E0111,,1,1,0,0,0,T3470,,,,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
T0869,train,spam,1073,near_reviewed_accepted,False,,N0151,0,0,1,0,0,T2159,,same_spam_campaign_template,0.9506024164597738,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only
T0876,train,ham,1080,exact,False,E0112,,1,2,0,0,0,T1093|T3918,,,,Convey my regards to him
T0880,train,ham,1085,exact,False,E0113,,1,2,0,0,0,T1468|T2524,,,,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
T0884,train,spam,1090,exact,False,E0114,,1,1,0,0,0,T4421,,,,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99
T0889,train,ham,1096,exact,False,E0115,,1,1,0,0,0,T3408,,,,Now only i reached home. . . I am very tired now. . I will come tomorro
T0909,train,ham,1124,exact,False,E0116,,1,2,0,0,0,T2987|T4311,,,,Ok.ok ok..then..whats ur todays plan
T0915,train,ham,1133,exact,False,E0014,,1,29,0,0,0,T0069|T0188|T0283|T0367|T0569|T0623|T0933|T1194|T1277|T1526|T1586|T1591|T1911|T1965|T2024|T2028|T2029|T2128|T2699|T2714|T2850|T2900|T3321|T3358|T3373|T4158|T4338|T4366|T4448,,,,"Sorry, I'll call later"
T0916,train,ham,1135,exact,False,E0021,,1,2,0,0,0,T0099|T0176,,,,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
T0922,train,ham,1141,exact,False,E0055,,1,1,0,0,0,T0338,,,,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
T0924,train,spam,1143,exact,False,E0118,,1,2,0,0,0,T1936|T2206,,,,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
T0933,train,ham,1153,exact,False,E0014,,1,29,0,0,0,T0069|T0188|T0283|T0367|T0569|T0623|T0915|T1194|T1277|T1526|T1586|T1591|T1911|T1965|T2024|T2028|T2029|T2128|T2699|T2714|T2850|T2900|T3321|T3358|T3373|T4158|T4338|T4366|T4448,,,,"Sorry, I'll call later"
T0941,train,ham,1163,exact,False,E0119,,1,2,0,0,0,T4391|T4393,,,,K. I will sent it again
T0942,train,spam,1164,exact,False,E0001,,1,1,0,0,0,T0003,,,,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
T0948,train,spam,1173,exact,False,E0122,,1,1,0,0,0,T3947,,,,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
T0968,train,ham,1199,exact,False,E0083,,1,1,0,0,0,T0579,,,,He also knows about lunch menu only da. . I know
T0970,train,ham,1201,exact,False,E0123,,1,1,0,0,0,T2381,,,,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
T0974,train,spam,1206,exact,False,E0125,,1,1,0,0,0,T1846,,,,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
T0981,train,ham,1213,exact,False,E0126,,1,1,0,0,0,T3301,,,,Ok then i will come to ur home after half an hour
T0986,train,spam,1218,exact,False,E0127,,1,1,0,0,0,T2631,,,,You have 1 new voicemail. Please call 08719181513.
T0988,train,ham,1220,exact,False,E0128,,1,1,0,0,0,T2060,,,,K..k..i'm also fine:)when will you complete the course?
T0990,train,spam,1222,exact,False,E0129,,1,1,0,0,0,T1112,,,,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
T0994,train,spam,1226,exact,False,E0025,,1,1,0,0,0,T0136,,,,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
T1000,train,ham,1237,exact,False,E0067,,1,3,0,0,0,T0415|T0634|T4196,,,,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
T1011,train,ham,1251,exact,False,E0016,,1,1,0,0,0,T0074,,,,"I call you later, don't have network. If urgnt, sms me."
T1012,train,ham,1252,exact,False,E0072,,1,2,0,0,0,T0442|T3858,,,,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
T1020,train,ham,1261,exact,False,E0130,,1,1,0,0,0,T4039,,,,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
T1022,train,ham,1263,near_reviewed_accepted,False,,N0123,0,0,1,0,0,T0675,,minor_personalization_change,0.9495741428674644,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!"
T1025,train,ham,1266,exact,False,E0131,,1,1,0,0,0,T2415,,,,I will see in half an hour
T1032,train,ham,1274,exact,False,E0132,,1,9,0,0,0,T1065|T1146|T1192|T1364|T1858|T2017|T2137|T2539|T3892,,,,Ok...
T1037,train,ham,1282,exact,False,E0133,,1,2,0,0,0,T2666|T3719,,,,Oh ho. Is this the first time u use these type of words
T1038,train,ham,1284,exact,False,E0134,,1,1,0,0,0,T3329,,,,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"
T1041,train,ham,1288,exact_and_near_reviewed_accepted,False,E0135,N0035,1,2,1,0,0,T0229|T2807|T3496,,same_forwarded_or_template_ham,0.9641826019661852,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
T1056,train,spam,1309,near_reviewed_accepted,False,,N0174,0,0,1,0,0,T4093,,same_spam_campaign_template,1.0000000000000016,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
T1064,train,spam,1319,near_reviewed_accepted,False,,N0175,0,0,1,0,0,T3102,,same_spam_campaign_template,1.0000000000000002,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
T1065,train,ham,1320,exact,False,E0132,,1,9,0,0,0,T1032|T1146|T1192|T1364|T1858|T2017|T2137|T2539|T3892,,,,Ok...
T1076,train,ham,1333,exact,False,E0136,,1,2,0,0,0,T1519|T1787,,,,Good Morning plz call me sir
T1089,train,spam,1351,exact,False,E0137,,1,1,0,0,0,T1693,,,,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
T1093,train,ham,1357,exact,False,E0112,,1,2,0,0,0,T0876|T3918,,,,Convey my regards to him
T1107,train,ham,1374,exact,False,E0139,,1,2,0,0,0,T1731|T1876,,,,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
T1109,train,spam,1376,near_reviewed_accepted,False,,N0026|N0186,0,0,2,0,0,T0190|T3873,,same_spam_campaign_template,0.9787179487884624,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION"
T1112,train,spam,1381,exact,False,E0129,,1,1,0,0,0,T0990,,,,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
T1113,train,ham,1382,exact,False,E0141,,1,1,0,0,0,T1992,,,,i dnt wnt to tlk wid u
T1123,train,ham,1397,near_reviewed_accepted,False,,N0007,0,0,1,0,0,T0065,,embedded_or_transcript_variant,1.0,Thats cool! I am a gentleman and will treat you with dignity and respect.
T1126,train,ham,1401,exact,False,E0143,,1,1,0,0,0,T1128,,,,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
T1128,train,ham,1404,exact,False,E0143,,1,1,0,0,0,T1126,,,,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
